probe,Mode,Aperture,TxFrequency_MHz,Location_mm,Voltage_V,PPP_MPa,PNP_abs_MPa,PkPk_MPa,source
210108-L22-14V,pBmode,,,5mm,5.700000000000001,0.6901744732000001,0.9325856162000002,1.6227600894000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,5.800000000000001,0.7030089848000001,0.9509206328000003,1.6539296176000002,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,5.9,0.7158434964000001,0.9692556494000002,1.6850991458000002,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.0,0.728678008,0.987590666,1.716268674,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.1,0.7444294541,1.0141208793999998,1.7585503335,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.200000000000001,0.7601809002000002,1.0406510928000003,1.8008319930000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.300000000000001,0.7759323463000002,1.0671813062000002,1.8431136525000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.4,0.7916837924000001,1.0937115196,1.8853953120000002,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.5,0.8074352385000001,1.1202417329999999,1.9276769715,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.6,0.8231866846,1.1467719463999997,1.969958631,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.700000000000001,0.8389381307000002,1.1733021598000002,2.0122402905000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.800000000000001,0.8546895768000002,1.1998323732,2.0545219500000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,6.9,0.8704410229000001,1.2263625866,2.0968036095,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.0,0.886192469,1.2528928,2.139085269,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.1,0.8992492232000001,1.2740058493999997,2.1732550726,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.200000000000001,0.9123059774000002,1.2951188988000002,2.2074248762000006,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.300000000000001,0.9253627316,1.3162319482000002,2.2415946798000004,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.4,0.9384194858000001,1.3373449976,2.2757644834,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.5,0.95147624,1.358458047,2.309934287,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.6,0.9645329941999999,1.3795710964,2.3441040905999997,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.700000000000001,0.9775897484000002,1.4006841458000003,2.3782738942000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.800000000000001,0.9906465026000001,1.4217971952000001,2.4124436978,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,7.9,1.0037032568,1.4429102446000002,2.4466135014000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.0,1.016760011,1.464023294,2.480783305,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.1,1.0328726012999998,1.4909702124,2.5238428136999995,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.200000000000001,1.0489851916000001,1.5179171308000003,2.5669023224000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.3,1.0650977819,1.5448640492000003,2.6099618311000006,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.4,1.0812103722,1.5718109676000003,2.6530213398,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.5,1.0973229624999998,1.598757886,2.6960808485,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.6,1.1134355528000002,1.6257048043999998,2.7391403571999997,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.700000000000001,1.1295481431,1.6526517228000004,2.7821998659000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.8,1.1456607334,1.6795986412000001,2.8252593746000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,8.9,1.1617733237,1.7065455596,2.8683188833,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.0,1.177885914,1.733492478,2.911378392,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.1,1.1928872912,1.7576613635,2.9505486547,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.200000000000001,1.2078886684,1.7818302490000004,2.9897189174000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.3,1.2228900456,1.8059991345000004,3.0288891801000006,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.4,1.2378914228000002,1.8301680200000001,3.0680594428000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.5,1.2528928000000001,1.8543369055,3.1072297055,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.6,1.2678941771999999,1.878505791,3.1463999681999995,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.7,1.2828955544,1.9026746764999998,3.1855702309,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.8,1.2978969316000002,1.9268435620000002,3.2247404936,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,9.9,1.3128983088,1.9510124475,3.2639107562999996,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.0,1.327899686,1.975181333,3.303081019,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.1,1.3451234894999997,2.0196298579999996,3.3647533474999998,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.2,1.3623472929999998,2.064078383,3.4264256759999996,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.3,1.3795710965000003,2.1085269080000004,3.4880980045000007,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.4,1.3967949,2.1529754330000004,3.549770333,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.5,1.4140187034999998,2.1974239580000003,3.6114426615,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.6,1.4312425069999999,2.2418724830000003,3.67311499,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.7,1.4484663105,2.286321008,3.7347873184999996,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.8,1.465690114,2.3307695330000007,3.7964596470000003,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,10.9,1.4829139175000003,2.3752180579999997,3.8581319755,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.0,1.500137721,2.419666583,3.919804304,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.1,1.5187505409,2.4477247144999996,3.9664752553,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.200000000000001,1.5373633608000001,2.4757828460000004,4.0131462066,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.3,1.5559761807000003,2.5038409775000003,4.0598171579,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.4,1.5745890006000003,2.531899109,4.106488109200001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.5,1.5932018205,2.5599572404999997,4.1531590605,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.6,1.6118146404,2.5880153719999996,4.1998300118,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.700000000000001,1.6304274603000004,2.616073503500001,4.2465009631,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.8,1.6490402802000004,2.6441316350000004,4.2931719144,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,11.9,1.6676531001000001,2.6721897665000007,4.3398428657000006,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.0,1.68626592,2.700247898,4.386513817,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.1,1.7004338873,2.7213609474,4.4217948338,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.200000000000001,1.7146018546000001,2.7424739968000003,4.4570758506,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.3,1.7287698219000003,2.7635870462,4.4923568674,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.4,1.7429377892,2.7847000956000003,4.527637884200001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.5,1.7571057565000001,2.805813145,4.562918901,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.6,1.7712737238,2.8269261944,4.5981999178,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.700000000000001,1.7854416911000002,2.8480392438,4.6334809346000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.8,1.7996096583999999,2.8691522932000004,4.6687619514000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,12.9,1.8137776257,2.8902653426000002,4.7040429682000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.0,1.827945593,2.911378392,4.739323985,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.1,1.8440581834,2.9344360644000003,4.7784942477,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.200000000000001,1.8601707738,2.9574937368000005,4.8176645104,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.299999999999999,1.8762833641999999,2.9805514092,4.856834773099999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.399999999999999,1.8923959545999998,3.0036090815999996,4.8960050358,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.5,1.9085085450000001,3.026666754,4.9351752985,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.6,1.9246211353999998,3.0497244264,4.9743455612,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.7,1.9407337257999997,3.0727820988,5.013515823900001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.799999999999999,1.9568463161999998,3.0958397711999996,5.0526860866,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,13.899999999999999,1.9729589066,3.1188974436,5.0918563492999995,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.0,1.989071497,3.141955116,5.131026612,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.1,2.0037950709000003,3.1625125588,5.166307628800001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.2,2.0185186448,3.1830700016,5.2015886456,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.299999999999999,2.0332422187,3.2036274444,5.2368696624,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.399999999999999,2.0479657926,3.2241848872,5.2721506792,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.5,2.0626893665000003,3.2447423300000002,5.307431696,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.6,2.0774129404,3.2652997728,5.342712712799999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.7,2.0921365143,3.2858572156,5.3779937296,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.799999999999999,2.1068600882,3.3064146584,5.413274746399999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,14.899999999999999,2.1215836621,3.3269721011999995,5.4485557632,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.0,2.136307236,3.347529544,5.48383678,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.1,2.1513086132,3.3678091836,5.519117796799999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.2,2.1663099904000003,3.3880888232,5.5543988136,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.299999999999999,2.1813113675999998,3.4083684627999995,5.5896798304,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.399999999999999,2.1963127447999997,3.4286481023999995,5.6249608472,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.5,2.2113141219999997,3.448927742,5.660241864,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.6,2.2263154992,3.4692073816,5.6955228808000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.7,2.2413168763999995,3.4894870212,5.7308038975999995,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.799999999999999,2.2563182535999995,3.5097666608,5.7660849144,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,15.9,2.2713196308000003,3.5300463004000004,5.801365931200001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.0,2.286321008,3.55032594,5.836646948,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.1,2.2968775327000004,3.5639383008,5.860815833500001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.2,2.3074340573999996,3.5775506616,5.884984719,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.299999999999997,2.3179905820999998,3.5911630224,5.909153604499999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.4,2.3285471068,3.6047753832,5.93332249,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.5,2.3391036315,3.618387744,5.9574913755,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.6,2.3496601562,3.6320001048000004,5.981660261000001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.7,2.3602166809,3.6456124656,6.0058291465,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.799999999999997,2.3707732056,3.6592248263999996,6.029998032,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,16.9,2.3813297303,3.6728371872000003,6.0541669175,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.0,2.391886255,3.686449548,6.078335803,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.1,2.4054986158,3.7017287285,6.107227344300001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.2,2.4191109766,3.717007909,6.1361188856,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.3,2.4327233374,3.7322870895000007,6.1650104269,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.4,2.4463356981999995,3.7475662699999996,6.1939019682,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.5,2.4599480590000002,3.7628454505,6.2227935095,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.6,2.4735604198,3.7781246310000003,6.251685050800001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.7,2.4871727806,3.7934038115,6.2805765921,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.8,2.5007851414,3.808682992,6.309468133399999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,17.9,2.5143975022,3.8239621725,6.3383596746999995,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.0,2.528009863,3.839241353,6.367251216,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.1,2.5338437319,3.8395191562,6.3733628882,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.2,2.5396776007999997,3.8397969593999997,6.3794745604,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.3,2.5455114697,3.8400747626,6.385586232600001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.4,2.5513453386,3.8403525658,6.391697904799999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.5,2.5571792075,3.840630369,6.397809577,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.6,2.5630130763999994,3.8409081722000002,6.403921249200001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.7,2.5688469453,3.8411859753999997,6.410032921399999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.8,2.5746808142,3.8414637785999997,6.4161445936,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,18.9,2.5805146830999997,3.8417415818,6.422256265800001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.0,2.586348552,3.842019385,6.428367938,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.1,2.5977384866000004,3.8511868933000004,6.4489253808,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.2,2.6091284212,3.8603544015999995,6.469482823599999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.3,2.6205183558,3.8695219099,6.4900402664,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.4,2.6319082903999997,3.8786894182,6.5105977092,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.5,2.643298225,3.8878569265,6.531155152,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.6,2.6546881596000005,3.8970244348,6.5517125948000015,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.7,2.6660780942,3.9061919431,6.5722700376,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.8,2.6774680288,3.9153594514000005,6.5928274804,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,19.9,2.6888579634,3.9245269596999997,6.6133849232,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.0,2.700247898,3.933694468,6.633942366,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.1,2.7077485866,3.9367503041,6.6444988907,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.2,2.7152492751999997,3.9398061402000004,6.655055415400001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.3,2.7227499638,3.9428619763,6.6656119401,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.4,2.7302506524,3.9459178124,6.6761684648,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.5,2.737751341,3.9489736485000004,6.6867249895,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.6,2.7452520296,3.9520294846,6.6972815142,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.7,2.7527527182,3.9550853207,6.7078380389,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.8,2.7602534068,3.9581411568000004,6.718394563599999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,20.9,2.7677540953999995,3.9611969929,6.7289510883,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.0,2.775254784,3.964252829,6.739507613,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.1,2.7835888823999997,3.964252829,6.7478417115000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.2,2.7919229807999995,3.964252829,6.756175809999999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.3,2.8002570791999997,3.964252829,6.7645099085,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.4,2.8085911775999994,3.964252829,6.772844007,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.5,2.816925276,3.964252829,6.7811781055,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.6,2.8252593743999994,3.964252829,6.789512204,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.7,2.8335934727999996,3.964252829,6.7978463025,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.8,2.8419275712,3.964252829,6.806180401,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,21.9,2.8502616695999996,3.964252829,6.8145144995,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.0,2.858595768,3.964252829,6.822848598,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.1,2.8644296368999997,3.9695310914,6.8339607292,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.2,2.8702635057999997,3.9748093538,6.845072860399999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.3,2.8760973746999996,3.9800876162,6.856184991600001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.4,2.8819312436,3.9853658785999997,6.8672971228,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.5,2.8877651125,3.9906441409999998,6.878409254,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.6,2.8935989813999994,3.9959224034,6.8895213852,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.7,2.8994328502999998,4.0012006658,6.900633516399999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.8,2.9052667191999997,4.0064789282,6.911745647600001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,22.9,2.9111005880999996,4.0117571906,6.9228577788,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.0,2.916934457,4.017035453,6.93396991,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.1,2.9305468178000003,4.0181466661,6.9486934840000005,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.2,2.9441591786,4.0192578792,6.963417058,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.3,2.9577715394000004,4.0203690923,6.978140632,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.4,2.9713839001999993,4.0214803054,6.992864205999999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.5,2.984996261,4.0225915185000005,7.00758778,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.6,2.9986086218,4.0237027316,7.022311354,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.7,3.0122209825999997,4.0248139447,7.037034927999999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.8,3.0258333434000004,4.0259251578,7.051758502,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,23.9,3.0394457042,4.0270363709,7.066482075999999,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,24.0,3.053058065,4.028147584,7.08120565,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,24.1,3.0508356387999997,4.0267585676,7.0775942073,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,24.2,3.0486132126000003,4.0253695512,7.0739827646,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,24.3,3.0463907864000004,4.023980534800001,7.0703713219,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,24.4,3.0441683602000005,4.0225915184000005,7.066759879200001,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,24.5,3.041945934,4.021202502,7.0631484365,pBmode_5mm.mat
210108-L22-14V,pBmode,,,5mm,24.6,3.0397235078000002,4.0198134856,7.0595369938,pBmode_5mm.mat
